Code,Name,Market,현금배당수익률(%)_당기,주당 현금배당금(원)
065370,위세아이텍,KOSDAQ,1.9,150
024070,WISCOM,KOSPI,1.9,50
031440,신세계푸드,KOSPI,1.9,750
131030,옵투스제약,KOSDAQ,1.9,100
060250,NHN KCP,KOSDAQ GLOBAL,1.9,200
005250,녹십자홀딩스,KOSPI,1.9,300
014580,태경비케이,KOSPI,1.9,130
243070,휴온스,KOSDAQ GLOBAL,1.9,630
086670,비엠티,KOSDAQ,1.86,250
200670,휴메딕스,KOSDAQ,1.85,525
083450,GST,KOSDAQ,1.85,500
456040,OCI,KOSPI,1.84,2000
005670,푸드웰,KOSDAQ,1.84,90
032190,다우데이타,KOSDAQ,1.84,250
041930,동아화성,KOSDAQ,1.82,150
000440,중앙에너비스,KOSDAQ,1.82,320
018310,삼목에스폼,KOSDAQ,1.81,300
014820,동원시스템즈,KOSPI,1.8,600
260930,씨티케이,KOSDAQ,1.8,100
263020,디케이앤디,KOSDAQ,1.8,50
034120,SBS,KOSPI,1.8,500
006140,피제이전자,KOSDAQ,1.8,120
007860,서연,KOSPI,1.8,150
000720,현대건설,KOSPI,1.8,600
043650,국순당,KOSDAQ,1.8,105
417310,코람코더원리츠,KOSPI,1.8,83
200130,콜마비앤에이치,KOSDAQ GLOBAL,1.8,308
023350,한국종합기술,KOSPI,1.8,100
033830,티비씨,KOSDAQ,1.8,18
020710,시공테크,KOSDAQ,1.8,80
262840,아이퀘스트,KOSDAQ,1.8,100
009070,KCTC,KOSPI,1.8,70
004250,NPC,KOSPI,1.8,100
002240,고려제강,KOSPI,1.77,350
039020,이건홀딩스,KOSDAQ,1.75,50
000020,동화약품,KOSPI,1.75,180
138070,신진에스엠,KOSDAQ,1.74,50
058400,KNN,KOSDAQ,1.74,20
051500,CJ프레시웨이,KOSDAQ,1.74,450
001390,KG케미칼,KOSPI,1.73,120
004840,DRB동일,KOSPI,1.72,100
053270,구영테크,KOSDAQ,1.71,50
263690,디알젬,KOSDAQ,1.71,180
006260,LS,KOSPI,1.7,1600
019180,티에이치엔,KOSPI,1.7,60
005860,한일사료,KOSDAQ,1.7,75
067730,로지시스,KOSDAQ,1.7,60
005740,크라운해태홀딩스,KOSPI,1.7,100
134790,시디즈,KOSPI,1.7,500
097950,CJ제일제당,KOSPI,1.7,5500
009470,삼화전기,KOSPI,1.7,300
001200,유진투자증권,KOSPI,1.7,60
066130,하츠,KOSDAQ,1.7,90
033270,유나이티드제약,KOSPI,1.7,420
014940,오리엔탈정공,KOSDAQ,1.7,50
089850,유비벨록스,KOSDAQ,1.7,280
069080,웹젠,KOSDAQ GLOBAL,1.7,300
050860,아세아텍,KOSDAQ,1.7,50
026940,부국철강,KOSPI,1.7,75
042110,에스씨디,KOSDAQ,1.7,30
012330,현대모비스,KOSPI,1.7,4500
161000,애경케미칼,KOSPI,1.7,250
006800,미래에셋증권,KOSPI,1.7,150
194700,노바렉스,KOSDAQ,1.7,200
105840,우진,KOSPI,1.7,200
020180,대신정보통신,KOSDAQ,1.7,20
417790,트루엔,KOSDAQ,1.69,200
272210,한화시스템,KOSPI,1.68,280
195870,해성디에스,KOSPI,1.67,900
049800,우진플라임,KOSPI,1.63,50
073560,우리손에프앤지,KOSDAQ,1.62,25
003610,방림,KOSPI,1.62,38
005360,모나미,KOSPI,1.61,50
010100,한국무브넥스,KOSPI,1.61,100
003160,디아이,KOSPI,1.6,100
005800,신영와코루,KOSPI,1.6,150
365330,에스와이스틸텍,KOSDAQ,1.6,50
045660,에이텍,KOSDAQ,1.6,200
027710,팜스토리,KOSDAQ,1.6,25
053080,케이엔솔,KOSDAQ,1.6,300
119500,포메탈,KOSDAQ,1.6,60
009140,경인전자,KOSPI,1.6,350
119850,지엔씨에너지,KOSDAQ,1.6,70
263860,지니언스,KOSDAQ,1.6,200
018260,삼성에스디에스,KOSPI,1.6,2700
080160,모두투어,KOSDAQ,1.6,250
204320,HL만도,KOSPI,1.6,600
298050,효성첨단소재,KOSPI,1.6,6500
008420,문배철강,KOSPI,1.59,50
067080,대화제약,KOSDAQ,1.58,150
015750,성우하이텍,KOSDAQ,1.56,150
008040,사조동아원,KOSPI,1.56,15
241790,티이엠씨씨엔에스,KOSDAQ,1.55,200
126600,BGF에코머티리얼즈,KOSDAQ,1.54,70
032280,삼일,KOSDAQ,1.54,30
024830,세원물산,KOSDAQ,1.54,100
405920,나라셀라,KOSDAQ,1.53,80
035080,그래디언트,KOSDAQ,1.52,200
090850,현대이지웰,KOSDAQ,1.52,90
136490,선진,KOSPI,1.51,100
003380,하림지주,KOSDAQ GLOBAL,1.5,120
268280,미원에스씨,KOSPI,1.5,2100
212560,네오오토,KOSDAQ,1.5,150
015710,코콤,KOSDAQ,1.5,70
337930,브랜드엑스코퍼레이션,KOSDAQ,1.5,80
006980,우성,KOSPI,1.5,300
045060,오공,KOSDAQ,1.5,50
310870,디와이씨,KOSDAQ,1.5,25
008250,이건산업,KOSPI,1.5,100
048830,엔피케이,KOSDAQ,1.5,30
262260,에이프로,KOSDAQ,1.5,200
251970,펌텍코리아,KOSDAQ,1.5,380
200780,비씨월드제약,KOSDAQ,1.5,100
009200,무림페이퍼,KOSPI,1.5,75
082920,비츠로셀,KOSDAQ,1.5,250
006890,태경케미컬,KOSPI,1.5,200
298040,효성중공업,KOSPI,1.5,2500
425040,티이엠씨,KOSDAQ,1.5,700
036580,팜스코,KOSPI,1.5,50
331380,포커스에이치엔에스,KOSDAQ,1.5,30
072950,빛샘전자,KOSDAQ,1.5,70
038290,마크로젠,KOSDAQ,1.5,300
036120,SCI평가정보,KOSDAQ,1.5,50
054950,제이브이엠,KOSDAQ,1.5,400
019770,서연탑메탈,KOSDAQ,1.49,65
058470,리노공업,KOSDAQ GLOBAL,1.48,3000
041910,폴라리스AI파마,KOSDAQ,1.48,100
377330,이지트로닉스,KOSDAQ,1.48,120
007980,TP,KOSPI,1.47,35
004710,한솔테크닉스,KOSPI,1.46,100
008870,금비,KOSPI,1.45,1300
053450,세코닉스,KOSDAQ,1.44,100
063760,이엘피,KOSDAQ,1.42,50
000050,경방,KOSPI,1.42,125
123570,이엠넷,KOSDAQ,1.42,50
192390,윈하이텍,KOSDAQ,1.41,60
072020,중앙백신,KOSDAQ,1.4,150
069730,DSR제강,KOSPI,1.4,60
293580,나우IB,KOSDAQ,1.4,18
460850,동국씨엠,KOSPI,1.4,100
004960,한신공영,KOSPI,1.4,100
006740,영풍제지,KOSPI,1.4,40
019010,베뉴지,KOSDAQ,1.4,30
143160,아이디스,KOSDAQ,1.4,300
234690,녹십자웰빙,KOSDAQ,1.4,100
090410,덕신이피씨,KOSDAQ,1.4,30
012200,계양전기,KOSPI,1.4,25
155660,DSR,KOSPI,1.4,60
072470,우리산업홀딩스,KOSDAQ,1.4,50
029460,케이씨,KOSPI,1.4,260
002350,넥센타이어,KOSPI,1.4,115
012450,한화에어로스페이스,KOSPI,1.4,1800
079550,LIG넥스원,KOSPI,1.4,1950
060370,LS마린솔루션,KOSDAQ,1.4,160
041830,인바디,KOSDAQ,1.36,350
375500,DL이앤씨,KOSPI,1.36,500
042670,HD현대인프라코어,KOSPI,1.35,110
267270,HD현대건설기계,KOSPI,1.35,700
009440,KC그린홀딩스,KOSPI,1.34,50
014440,영보화학,KOSPI,1.33,50
307280,원바이오젠,KOSDAQ,1.32,20
234340,헥토파이낸셜,KOSDAQ,1.32,350
024090,디씨엠,KOSPI,1.32,150
241520,DSC인베스트먼트,KOSDAQ,1.31,40
032620,유비케어,KOSDAQ,1.3,60
067830,세이브존I&C,KOSPI,1.3,30
378850,화승알앤에이,KOSPI,1.3,50
073490,이노와이어리스,KOSDAQ,1.3,350
148150,세경하이테크,KOSDAQ,1.3,166
068790,DMS,KOSDAQ,1.3,90
094970,제이엠티,KOSDAQ,1.3,50
041510,에스엠,KOSDAQ,1.3,1200
036570,엔씨소프트,KOSPI,1.3,3130
009290,광동제약,KOSPI,1.3,100
083930,아바코,KOSDAQ,1.3,200
373170,엠아이큐브솔루션,KOSDAQ,1.3,200
100120,뷰웍스,KOSDAQ,1.3,350
025820,이구산업,KOSPI,1.3,50
011210,현대위아,KOSPI,1.3,850
450140,코오롱모빌리티그룹,KOSPI,1.3,40
353200,대덕전자,KOSPI,1.3,300
001820,삼화콘덴서,KOSPI,1.3,500
224110,에이텍모빌리티,KOSDAQ,1.3,200
340570,티앤엘,KOSDAQ,1.3,550
053300,한국정보인증,KOSDAQ,1.3,70
013700,까뮤이앤씨,KOSPI,1.3,20
046890,서울반도체,KOSDAQ GLOBAL,1.3,136
004770,써니전자,KOSPI,1.28,30
004430,송원산업,KOSPI,1.28,250
230240,에치에프알,KOSDAQ,1.25,220
017650,대림제지,KOSDAQ,1.24,100
035200,프럼파스트,KOSDAQ,1.24,50
226320,잇츠한불,KOSPI,1.24,150
179290,엠아이텍,KOSDAQ,1.22,80
267260,HD현대일렉트릭,KOSPI,1.21,1000
264850,이랜시스,KOSDAQ,1.21,50
050960,수산아이앤티,KOSDAQ,1.21,125
008470,부스타,KOSDAQ,1.2,60
092220,KEC,KOSPI,1.2,20
093520,매커스,KOSDAQ,1.2,150
318000,KBG,KOSDAQ,1.2,100
089030,테크윙,KOSDAQ,1.2,130
038110,에코플라스틱,KOSDAQ,1.2,60
004370,농심,KOSPI,1.2,5000
265520,AP시스템,KOSDAQ,1.2,270
290740,액트로,KOSDAQ,1.2,100
032750,삼진,KOSDAQ,1.2,70
023160,태광,KOSDAQ,1.2,170
014620,성광벤드,KOSDAQ,1.2,150
215360,우리산업,KOSDAQ,1.2,165
090460,비에이치,KOSPI,1.2,250
006280,녹십자,KOSPI,1.2,1500
273640,와이엠텍,KOSDAQ,1.19,180
009450,경동나비엔,KOSPI,1.19,550
352700,씨앤투스,KOSDAQ,1.19,50
002840,미원상사,KOSPI,1.18,2000
004490,세방전지,KOSPI,1.18,700
048530,인트론바이오,KOSDAQ,1.17,100
318010,팜스빌,KOSDAQ,1.17,100
086390,유니테스트,KOSDAQ,1.15,150
006840,AK홀딩스,KOSPI,1.15,200
021820,세원정공,KOSPI,1.15,100
086450,동국제약,KOSDAQ GLOBAL,1.14,180
053050,지에스이,KOSDAQ,1.13,40
161890,한국콜마,KOSPI,1.13,600
041440,현대에버다임,KOSDAQ,1.12,70
200880,서연이화,KOSPI,1.12,200
420770,기가비스,KOSDAQ,1.12,800
003200,일신방직,KOSPI,1.11,100
150900,파수,KOSDAQ,1.1,100
001060,JW중외제약,KOSPI,1.1,400
067160,SOOP,KOSDAQ,1.1,850
003960,사조대림,KOSPI,1.1,350
014680,한솔케미칼,KOSPI,1.1,2100
187270,신화콘텍,KOSDAQ,1.1,50
010690,화신,KOSPI,1.1,150
068290,삼성출판사,KOSPI,1.1,200
064760,티씨케이,KOSDAQ GLOBAL,1.1,1200
051490,나라엠앤디,KOSDAQ,1.1,70
170900,동아에스티,KOSPI,1.1,700
012320,경동인베스트,KOSPI,1.1,750
189690,포시에스,KOSDAQ,1.1,100
065510,휴비츠,KOSDAQ,1.1,200
041460,한국전자인증,KOSDAQ,1.1,70
054670,대한뉴팜,KOSDAQ,1.1,100
271560,오리온,KOSPI,1.1,1250
344860,이노진,KOSDAQ,1.1,30
382480,지아이텍,KOSDAQ,1.1,36
004090,한국석유,KOSPI,1.1,120
339950,아이비김영,KOSDAQ,1.1,20
009780,엠에스씨,KOSDAQ,1.1,60
011070,LG이노텍,KOSPI,1.1,2610
382840,원준,KOSDAQ,1.1,200
038070,서린바이오,KOSDAQ,1.08,100
214430,아이쓰리시스템,KOSDAQ,1.08,350
053580,웹케시,KOSDAQ,1.07,100
106190,하이텍팜,KOSDAQ,1.07,100
228850,레이언스,KOSDAQ,1.07,100
151860,케이지에코솔루션,KOSDAQ,1.06,120
330350,위더스제약,KOSDAQ,1.04,100
234300,에스트래픽,KOSDAQ,1.03,40
452300,캡스톤파트너스,KOSDAQ,1.01,42
290270,휴네시온,KOSDAQ,1.01,40
017810,풀무원,KOSPI,1,102
206640,바디텍메드,KOSDAQ,1,200
017960,한국카본,KOSPI,1,110
109080,옵티시스,KOSDAQ,1,100
012610,경인양행,KOSPI,1,50
055490,테이팩스,KOSPI,1,300
243840,신흥에스이씨,KOSDAQ,1,430
088910,동우팜투테이블,KOSDAQ,1,0
099430,바이오플러스,KOSDAQ,1,70
051900,LG생활건강,KOSPI,1,3500
319660,피에스케이,KOSDAQ GLOBAL,1,200
051360,토비스,KOSDAQ,1,160
032850,비트컴퓨터,KOSDAQ,1,62
047810,한국항공우주,KOSPI,1,500
002800,신신제약,KOSDAQ,1,60
038950,파인디지털,KOSDAQ,1,50
065680,우주일렉트로,KOSDAQ,1,150
333050,모코엠시스,KOSDAQ,1,14
000230,일동홀딩스,KOSPI,1,100
285130,SK케미칼,KOSPI,1,650
080470,성창오토텍,KOSDAQ,1,50
001250,GS글로벌,KOSPI,1,25
083310,엘오티베큠,KOSDAQ,1,200
004140,동방,KOSPI,1,20
066310,큐에스아이,KOSDAQ,1,100
246250,에스엘에스바이오,KOSDAQ,0.99,50
131220,대한과학,KOSDAQ,0.99,60
229640,LS에코에너지,KOSPI,0.98,200
049480,오픈베이스,KOSDAQ,0.97,25
000990,DB하이텍,KOSPI,0.97,580
007570,일양약품,KOSPI,0.97,150
144960,뉴파워프라즈마,KOSDAQ,0.96,50
163730,핑거,KOSDAQ,0.96,120
036200,유니셈,KOSDAQ,0.95,80
102460,이연제약,KOSPI,0.95,150
056190,에스에프에이,KOSDAQ GLOBAL,0.94,280
025540,한국단자,KOSPI,0.93,700
004310,현대약품,KOSPI,0.91,35
110990,디아이티,KOSDAQ,0.9,180
107590,미원홀딩스,KOSPI,0.9,700
033130,디지틀조선,KOSDAQ,0.9,20
053610,프로텍,KOSDAQ,0.9,400
282880,코윈테크,KOSDAQ,0.9,250
003230,삼양식품,KOSPI,0.9,2100
195940,HK이노엔,KOSDAQ GLOBAL,0.9,350
095660,네오위즈,KOSDAQ,0.9,245
000660,SK하이닉스,KOSPI,0.9,1200
319400,현대무벡스,KOSDAQ,0.9,30
448280,에코아이,KOSDAQ,0.9,500
004380,삼익THK,KOSPI,0.9,100
003030,세아제강지주,KOSPI,0.9,2000
003850,보령,KOSPI,0.9,100
011320,유니크,KOSDAQ,0.9,45
040160,누리플렉스,KOSDAQ,0.9,50
002790,아모레G,KOSPI,0.9,245
214450,파마리서치,KOSDAQ GLOBAL,0.9,950
251630,브이원텍,KOSDAQ,0.9,100
060850,영림원소프트랩,KOSDAQ,0.9,80
217500,러셀,KOSDAQ,0.9,30
024900,덕양산업,KOSPI,0.9,50
383310,에코프로에이치엔,KOSDAQ,0.89,600
289080,SV인베스트먼트,KOSDAQ,0.89,20
049070,인탑스,KOSDAQ GLOBAL,0.89,235
259630,엠플러스,KOSDAQ,0.87,100
092070,디엔에프,KOSDAQ,0.87,200
053700,삼보모터스,KOSDAQ,0.86,50
001530,DI동일,KOSPI,0.86,250
140070,서플러스글로벌,KOSDAQ,0.84,30
078150,HB테크놀러지,KOSDAQ,0.83,20
006220,제주은행,KOSPI,0.82,100
033160,엠케이전자,KOSDAQ,0.82,100
052690,한전기술,KOSPI,0.82,515
252500,세화피앤씨,KOSDAQ,0.81,17
237690,에스티팜,KOSDAQ GLOBAL,0.81,500
054210,이랜텍,KOSDAQ,0.81,80
416180,신성에스티,KOSDAQ,0.8,200
099390,브레인즈컴퍼니,KOSDAQ,0.8,60
002700,신일전자,KOSPI,0.8,15
025860,남해화학,KOSPI,0.8,60
138080,오이솔루션,KOSDAQ,0.8,100
050890,쏠리드,KOSDAQ,0.8,50
101170,우림피티에스,KOSDAQ,0.8,50
002140,고려산업,KOSPI,0.8,25
009830,한화솔루션,KOSPI,0.8,300
307950,현대오토에버,KOSPI,0.8,1430
008730,율촌화학,KOSPI,0.8,250
098460,고영,KOSDAQ GLOBAL,0.8,140
048910,대원미디어,KOSDAQ,0.8,100
066670,디티씨,KOSDAQ,0.8,50
071280,로체시스템즈,KOSDAQ,0.8,50
296640,이노룰스,KOSDAQ,0.8,60
066570,LG전자,KOSPI,0.8,800
277070,린드먼아시아,KOSDAQ,0.8,43
001340,백광산업,KOSPI,0.8,60
950140,잉글우드랩,KOSDAQ,0.8,100
000590,CS홀딩스,KOSPI,0.8,500
104460,디와이피엔에프,KOSDAQ,0.8,200
272290,이녹스첨단소재,KOSDAQ GLOBAL,0.8,250
025950,동신건설,KOSDAQ,0.8,150
060560,홈센타홀딩스,KOSDAQ,0.8,20
049830,승일,KOSDAQ,0.8,85
048770,TPC,KOSDAQ,0.8,25
185750,종근당,KOSPI,0.8,1100
009150,삼성전기,KOSPI,0.8,1150
091580,상신이디피,KOSDAQ,0.8,120
159580,제로투세븐,KOSDAQ,0.79,50
010660,화천기계,KOSPI,0.78,30
100660,서암기계공업,KOSDAQ,0.77,35
265560,영화테크,KOSDAQ,0.77,80
019990,에너토크,KOSDAQ,0.77,50
112610,씨에스윈드,KOSPI,0.75,500
091590,남화토건,KOSDAQ,0.74,50
246690,TS인베스트먼트,KOSDAQ,0.73,10
248170,샘표식품,KOSPI,0.73,200
048470,대동스틸,KOSDAQ,0.73,30
348210,넥스틴,KOSDAQ GLOBAL,0.72,500
001460,BYC,KOSPI,0.71,3000
281820,케이씨텍,KOSPI,0.7,180
000100,유한양행,KOSPI,0.7,450
052260,현대바이오랜드,KOSDAQ,0.7,70
051910,LG화학,KOSPI,0.7,3500
090430,아모레퍼시픽,KOSPI,0.7,910
039440,에스티아이,KOSDAQ,0.7,200
238490,힘스,KOSDAQ,0.7,50
267790,배럴,KOSDAQ,0.7,50
187870,디바이스이엔지,KOSDAQ,0.7,100
011500,한농화성,KOSPI,0.7,120
067370,선바이오,KOSDAQ,0.7,75
044960,이글벳,KOSDAQ,0.7,40
158430,아톤,KOSDAQ,0.7,30
271830,팸텍,KOSDAQ,0.7,30
173130,오파스넷,KOSDAQ,0.7,100
211270,AP위성,KOSDAQ,0.7,70
034230,파라다이스,KOSDAQ,0.7,100
356860,티엘비,KOSDAQ,0.7,200
012510,더존비즈온,KOSPI,0.7,217
003830,대한화섬,KOSPI,0.7,750
083500,에프엔에스테크,KOSDAQ,0.7,80
360070,탑머티리얼,KOSDAQ,0.7,400
149950,아바텍,KOSDAQ,0.7,100
102120,어보브반도체,KOSDAQ,0.69,100
067900,와이엔텍,KOSDAQ,0.69,904982950
006660,삼성공조,KOSPI,0.68,60
016920,카스,KOSDAQ,0.67,10
357780,솔브레인,KOSDAQ,0.67,2000
036480,대성미생물,KOSDAQ,0.67,75
054450,텔레칩스,KOSDAQ,0.66,200
136480,하림,KOSDAQ,0.65,30
162300,신스틸,KOSDAQ,0.64,19
006650,대한유화,KOSPI,0.64,1000
083550,케이엠,KOSDAQ,0.63,30
006730,서부T&D,KOSDAQ,0.63,50
081150,티플랙스,KOSDAQ,0.62,20
114840,아이패밀리에스씨,KOSDAQ,0.61,158
297890,HB솔루션,KOSDAQ,0.61,30
368770,파이버프로,KOSDAQ,0.61,20
004830,덕성,KOSPI,0.6,45
020400,대동금속,KOSDAQ,0.6,60
078890,가온그룹,KOSDAQ,0.6,30
058610,에스피지,KOSDAQ,0.6,200
098120,마이크로컨텍솔,KOSDAQ,0.6,80
053350,이니텍,KOSDAQ,0.6,20
042700,한미반도체,KOSPI,0.6,420
148250,알엔투테크놀로지,KOSDAQ,0.6,30
042370,비츠로테크,KOSDAQ,0.6,50
000490,대동,KOSPI,0.6,100
214390,경보제약,KOSPI,0.6,50
013890,지누스,KOSPI,0.6,90
035900,JYP Ent.,KOSDAQ GLOBAL,0.6,574
183300,코미코,KOSDAQ GLOBAL,0.6,400
009900,명신산업,KOSPI,0.6,100
218410,RFHIC,KOSDAQ,0.6,100
093320,케이아이엔엑스,KOSDAQ,0.6,600
024060,흥구석유,KOSDAQ,0.6,50
122870,와이지엔터테인먼트,KOSDAQ,0.59,300
017370,우신시스템,KOSPI,0.57,50
221800,유투바이오,KOSDAQ,0.56,30
092870,엑시콘,KOSDAQ,0.56,100
078140,대봉엘에스,KOSDAQ,0.55,50
323410,카카오뱅크,KOSPI,0.55,150
068330,일신바이오,KOSDAQ,0.52,0
084370,유진테크,KOSDAQ GLOBAL,0.51,200
069620,대웅제약,KOSPI,0.5,600
396470,워트,KOSDAQ,0.5,50
056360,코위버,KOSDAQ,0.5,30
020150,롯데에너지머티리얼즈,KOSPI,0.5,200
006370,대구백화점,KOSPI,0.5,50
241590,화승엔터프라이즈,KOSPI,0.5,45
099320,쎄트렉아이,KOSDAQ,0.5,150
001770,SHD,KOSPI,0.5,100
090470,제이스텍,KOSDAQ,0.5,50
001810,무림SP,KOSDAQ,0.5,10
008930,한미사이언스,KOSPI,0.5,200
007160,사조산업,KOSPI,0.5,200
294570,쿠콘,KOSDAQ,0.5,100
322780,코퍼스코리아,KOSDAQ,0.5,10
336570,원텍,KOSDAQ,0.5,50
265740,엔에프씨,KOSDAQ,0.5,40
120030,조선선재,KOSPI,0.5,500
003090,대웅,KOSPI,0.5,100
214150,클래시스,KOSDAQ GLOBAL,0.5,200
356890,싸이버원,KOSDAQ,0.5,50
104830,원익머트리얼즈,KOSDAQ,0.5,150
079940,가비아,KOSDAQ,0.49,80
017550,수산중공업,KOSPI,0.48,10
059210,메타바이오메드,KOSDAQ,0.47,20
172670,에이엘티,KOSDAQ,0.45,100
317850,대모,KOSDAQ,0.45,40
003350,한국화장품제조,KOSPI,0.43,100
086900,메디톡스,KOSDAQ,0.42,1100
017040,광명전기,KOSPI,0.42,10
253590,네오셈,KOSDAQ,0.42,30
336370,솔루스첨단소재,KOSPI,0.41,100
094480,갤럭시아머니트리,KOSDAQ,0.41,45
007540,샘표,KOSPI,0.41,200
445180,퓨릿,KOSDAQ,0.4,50
099190,아이센스,KOSDAQ,0.4,100
222800,심텍,KOSDAQ,0.4,160
064350,현대로템,KOSPI,0.4,100
039290,인포뱅크,KOSDAQ,0.4,50
180640,한진칼,KOSPI,0.4,300
000120,CJ대한통운,KOSPI,0.4,500
053160,프리엠스,KOSDAQ,0.4,50
333620,엔시스,KOSDAQ,0.4,40
192820,코스맥스,KOSPI,0.4,500
036830,솔브레인홀딩스,KOSDAQ GLOBAL,0.4,200
008830,대동기어,KOSDAQ,0.4,40
166090,하나머티리얼즈,KOSDAQ GLOBAL,0.4,200
089010,켐트로닉스,KOSDAQ,0.4,100
131970,두산테스나,KOSDAQ,0.4,160
002620,제일파마홀딩스,KOSPI,0.4,50
003720,삼영,KOSPI,0.4,20
011390,부산산업,KOSPI,0.39,250
024940,PN풍년,KOSDAQ,0.39,35
094170,동운아나텍,KOSDAQ,0.37,70
290650,엘앤씨바이오,KOSDAQ,0.35,100
094940,푸른기술,KOSDAQ,0.35,30
073010,케이에스피,KOSDAQ,0.35,10
036010,아비코전자,KOSDAQ,0.34,50
288620,에스퓨얼셀,KOSDAQ,0.32,50
403870,HPSP,KOSDAQ,0.32,150
001510,SK증권,KOSPI,0.31,2
008770,호텔신라,KOSPI,0.31,200
035420,NAVER,KOSPI,0.3,1205
071090,하이스틸,KOSPI,0.3,10
004100,태양금속,KOSPI,0.3,10
352820,하이브,KOSPI,0.3,700
043150,바텍,KOSDAQ,0.3,100
101490,에스앤에스텍,KOSDAQ,0.3,150
041920,메디아나,KOSDAQ,0.3,25
361390,제노코,KOSDAQ,0.3,50
007660,이수페타시스,KOSPI,0.3,100
005290,동진쎄미켐,KOSDAQ,0.3,120
065350,신성델타테크,KOSDAQ,0.3,120
007770,한일화학,KOSDAQ,0.3,50
417970,모델솔루션,KOSDAQ,0.3,40
145720,덴티움,KOSPI,0.3,400
232680,라온테크,KOSDAQ,0.3,30
215100,로보로보,KOSDAQ,0.3,14
049950,미래컴퍼니,KOSDAQ,0.3,100
271980,제일약품,KOSPI,0.3,50
008490,서흥,KOSPI,0.3,100
107600,새빗켐,KOSDAQ,0.29,200
003240,태광산업,KOSPI,0.29,1750
039030,이오테크닉스,KOSDAQ GLOBAL,0.29,450
131370,알서포트,KOSDAQ,0.28,10
032960,동일기연,KOSDAQ,0.28,35
068270,셀트리온,KOSPI,0.27,500
030960,양지사,KOSDAQ,0.26,50
036710,심텍홀딩스,KOSDAQ,0.26,10
002760,보락,KOSPI,0.25,5
144510,지씨셀,KOSDAQ,0.24,100
140860,파크시스템스,KOSDAQ,0.23,400
079370,제우스,KOSDAQ,0.22,100
032300,한국파마,KOSDAQ,0.2,50
091120,이엠텍,KOSDAQ,0.2,100
074600,원익QnC,KOSDAQ GLOBAL,0.2,50
003920,남양유업,KOSPI,0.2,1000
095340,ISC,KOSDAQ,0.2,200
101160,월덱스,KOSDAQ,0.2,60
102710,이엔에프테크놀로지,KOSDAQ,0.2,50
128940,한미약품,KOSPI,0.2,500
121600,나노신소재,KOSDAQ,0.2,250
022100,포스코DX,KOSPI,0.2,100
036810,에프에스티,KOSDAQ,0.2,50
006400,삼성SDI,KOSPI,0.2,1000
067310,하나마이크론,KOSDAQ GLOBAL,0.17,50
307750,국전약품,KOSDAQ,0.16,10
036930,주성엔지니어링,KOSDAQ GLOBAL,0.15,50
002710,TCC스틸,KOSPI,0.14,80
372170,윤성에프앤씨,KOSDAQ,0.13,150
009520,포스코엠텍,KOSDAQ,0.1,35
035720,카카오,KOSPI,0.1,61
417200,LS머트리얼즈,KOSDAQ,0.1,22
006110,삼아알미늄,KOSPI,0.1,100
189300,인텔리안테크,KOSDAQ,0.1,100
003670,포스코퓨처엠,KOSPI,0.1,250
469480,IBKS제24호스팩,KOSDAQ,0,0
418210,신한제10호스팩,KOSDAQ,0,0
025750,한솔홈데코,KOSPI,0,0
377220,프롬바이오,KOSDAQ,0,0
451700,엔에이치스팩29호,KOSDAQ,0,0
039310,세중,KOSDAQ,0,0
464440,한국제13호스팩,KOSDAQ,0,0
079190,케스피온,KOSDAQ,0,0
004985,성신양회우,KOSPI,0,0
900260,로스웰,KOSDAQ,0,0
458610,한국제12호스팩,KOSDAQ,0,0
019540,일지테크,KOSDAQ,0,100
472230,에스케이증권제11호스팩,KOSDAQ,0,0
467930,IBKS제23호스팩,KOSDAQ,0,0
022220,TKG애강,KOSDAQ,0,0
079650,서산,KOSDAQ,0,0
032980,바이온,KOSDAQ,0,0
088280,쏘닉스,KOSDAQ,0,0
473370,비엔케이제2호스팩,KOSDAQ,0,0
011090,에넥스,KOSPI,0,0
043710,서울리거,KOSDAQ,0,0
033560,블루콤,KOSDAQ,0,0
00806K,대덕1우,KOSPI,0,0
044480,블레이드 Ent,KOSDAQ,0,0
143210,핸즈코퍼레이션,KOSPI,0,0
386580,한화플러스제2호스팩,KOSDAQ,0,0
365900,브이씨,KOSDAQ,0,0
090080,평화산업,KOSPI,0,0
002630,오리엔트바이오,KOSPI,0,0
002410,범양건영,KOSPI,0,0
115530,씨엔플러스,KOSDAQ,0,0
035460,기산텔레콤,KOSDAQ,0,0
072520,제넨바이오,KOSDAQ,0,0
115480,씨유메디칼,KOSDAQ,0,0
303360,프로티아,KOSDAQ,0,0
246960,SCL사이언스,KOSDAQ,0,0
120115,코오롱인더우,KOSPI,0,0
049470,SGA,KOSDAQ,0,0
214610,미코바이오메드,KOSDAQ,0,0
433530,키움제7호스팩,KOSDAQ,0,0
439250,삼성스팩7호,KOSDAQ,0,0
900100,애머릿지,KOSDAQ,0,0
019660,글로본,KOSDAQ,0,0
047770,코데즈컴바인,KOSDAQ,0,0
291810,핀텔,KOSDAQ,0,0
094860,네오리진,KOSDAQ,0,0
071850,캐스텍코리아,KOSDAQ,0,0
073640,테라사이언스,KOSDAQ,0,0
445360,비엔케이제1호스팩,KOSDAQ,0,0
106080,하이소닉,KOSDAQ,0,0
046390,삼화네트웍스,KOSDAQ,0,0
